DATE,LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
2000-01,34.8994,-120.4486,73.8,-0.6,22.8,11.4
2000-02,34.8994,-120.4486,73.8,1.7,26.1,11.8
2000-03,34.8994,-120.4486,73.8,2.2,27.8,12.1
2000-04,34.8994,-120.4486,73.8,4.4,27.2,13.7
2000-05,34.8994,-120.4486,73.8,3.3,29.4,14.7
2000-06,34.8994,-120.4486,73.8,7.2,30.6,16.9
2000-07,34.8994,-120.4486,73.8,8.3,27.2,16.2
2000-08,34.8994,-120.4486,73.8,8.9,28.3,16.9
2000-09,34.8994,-120.4486,73.8,7.8,30.6,17.7
2000-10,34.8994,-120.4486,73.8,4.4,27.8,15.0
2000-11,34.8994,-120.4486,73.8,-2.8,23.9,10.9
2000-12,34.8994,-120.4486,73.8,0.0,25.6,12.1
2001-01,34.8994,-120.4486,73.8,-3.3,26.7,9.5
2001-02,34.8994,-120.4486,73.8,-2.2,28.9,10.2
2001-03,34.8994,-120.4486,73.8,2.8,26.7,12.8
2001-11,34.9437,-120.38485,125.6,2.2,27.25,14.15
2001-12,34.9437,-120.38485,125.6,-0.8500000000000001,24.15,10.4
2002-01,34.9437,-120.38485,125.6,-3.05,24.450000000000003,9.45
2002-02,34.9437,-120.38485,125.6,-2.75,30.3,12.7
2002-03,34.9437,-120.38485,125.6,-1.15,25.799999999999997,11.5
2002-04,34.882,-120.41860000000001,190.4,2.4,30.733333333333334,13.266666666666666
2002-05,34.882,-120.41860000000001,190.4,3.9,28.7,13.733333333333334
2002-06,34.882,-120.41860000000001,190.4,6.3,32.96666666666667,16.099999999999998
2002-07,34.9437,-120.38485,125.6,7.2,34.7,18.35
2002-08,34.8994,-120.4486,73.8,9.4,29.4,16.6
2002-09,34.8994,-120.4486,73.8,7.8,31.1,17.0
2002-10,34.8994,-120.4486,73.8,4.4,35.0,14.2
2002-11,34.882,-120.41860000000001,190.4,3.1666666666666665,30.366666666666664,15.9
2002-12,34.882,-120.41860000000001,190.4,0.9,21.1,11.466666666666667
2003-01,34.882,-120.41860000000001,190.4,2.766666666666667,30.366666666666664,14.5
2003-02,34.882,-120.41860000000001,190.4,0.9333333333333332,22.233333333333334,12.100000000000001
2003-03,34.882,-120.41860000000001,190.4,3.3333333333333335,28.866666666666664,13.666666666666666
2003-04,34.882,-120.41860000000001,190.4,0.9333333333333332,27.566666666666663,12.633333333333333
2003-05,34.882,-120.41860000000001,190.4,4.966666666666667,33.333333333333336,15.5
2003-06,34.882,-120.41860000000001,190.4,8.333333333333334,34.46666666666666,16.666666666666668
2003-07,34.882,-120.41860000000001,190.4,7.966666666666668,32.766666666666666,18.833333333333332
2003-08,34.882,-120.41860000000001,190.4,10.733333333333334,28.53333333333333,18.833333333333332
2003-09,34.882,-120.41860000000001,190.4,8.9,32.8,18.366666666666664
2003-10,34.882,-120.41860000000001,190.4,4.633333333333334,35.56666666666667,19.0
2003-11,34.882,-120.41860000000001,190.4,1.4666666666666668,25.733333333333334,13.166666666666666
2003-12,34.882,-120.41860000000001,190.4,-0.3666666666666667,22.96666666666667,11.433333333333332
2004-01,34.882,-120.41860000000001,190.4,-0.3666666666666667,22.433333333333337,10.833333333333334
2004-02,34.882,-120.41860000000001,190.4,1.1,21.3,10.899999999999999
2004-03,34.829,-120.46735,196.9,5.0,30.0,15.05
2004-04,34.882,-120.41860000000001,190.4,3.3333333333333335,38.13333333333333,14.5
2004-05,34.882,-120.41860000000001,190.4,5.0,35.166666666666664,16.033333333333335
2004-06,34.882,-120.41860000000001,190.4,5.933333333333333,28.3,16.099999999999998
2004-07,34.882,-120.41860000000001,190.4,8.333333333333334,30.0,17.8
2004-08,34.882,-120.41860000000001,190.4,9.633333333333333,28.900000000000002,18.866666666666667
2004-09,34.882,-120.41860000000001,190.4,6.466666666666666,37.6,19.433333333333334
2004-10,34.882,-120.41860000000001,190.4,5.366666666666666,32.6,15.5
2004-11,34.829,-120.46735,196.9,1.1,23.9,12.35
2004-12,34.882,-120.41860000000001,190.4,-0.9,27.233333333333334,13.033333333333333
2005-01,34.9437,-120.38485,125.6,0.85,26.4,12.05
2005-02,34.9437,-120.38485,125.6,3.0500000000000003,23.05,12.7
2005-03,34.9437,-120.38485,125.6,4.449999999999999,29.15,13.75
2005-04,34.9437,-120.38485,125.6,2.75,26.4,13.399999999999999
