DATE,LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
2000-01,38.45605,-122.75690857142857,94.79999999999998,-0.32857142857142857,17.45714285714286,9.671428571428573
2000-02,38.4560175,-122.75146375,89.275,1.05,20.0,10.875
2000-03,38.484348571428576,-122.77200142857143,101.15714285714284,1.9999999999999998,27.28571428571428,12.285714285714283
2000-04,38.45605,-122.75690857142857,94.79999999999998,4.057142857142856,30.814285714285717,14.542857142857143
2000-05,38.48910833333333,-122.78177666666666,109.58333333333333,3.683333333333333,36.199999999999996,17.03333333333333
2000-06,38.43125571428571,-122.7350357142857,94.32857142857142,6.514285714285713,41.42857142857144,18.442857142857143
2000-07,38.4560175,-122.75146375,89.275,7.625000000000001,36.8875,18.925
2000-08,38.427166666666665,-122.73864999999999,101.61666666666667,8.033333333333333,35.55,19.7
2000-09,38.45605,-122.75690857142857,94.79999999999998,6.571428571428571,38.17142857142857,19.75714285714286
2000-10,38.4560175,-122.75146375,89.275,4.375,31.237500000000004,15.475000000000001
2000-11,38.43125571428571,-122.7350357142857,94.32857142857142,-1.1857142857142857,24.82857142857143,10.22857142857143
2000-12,38.4560175,-122.75146375,89.275,-0.42499999999999993,18.962500000000002,9.575000000000001
2001-01,38.4560175,-122.75146375,89.275,-1.6,19.15,8.0375
2001-02,38.48910833333333,-122.78177666666666,109.58333333333333,-0.9166666666666666,23.133333333333336,9.333333333333334
2001-03,38.45605,-122.75690857142857,94.79999999999998,0.8714285714285713,27.7,13.257142857142854
2001-04,38.45605,-122.75690857142857,94.79999999999998,0.1857142857142857,28.157142857142862,12.2
2001-05,38.46775833333333,-122.72204333333333,66.64999999999999,5.566666666666666,37.98333333333333,19.35
2001-06,38.4560175,-122.75146375,89.275,7.1499999999999995,37.5125,20.375
2001-07,38.43125571428571,-122.7350357142857,94.32857142857142,8.885714285714286,38.214285714285715,18.9
2001-08,38.471582222222224,-122.7347788888889,92.9,8.0,36.400000000000006,20.344444444444445
2001-09,38.4560175,-122.75146375,89.275,7.3625,36.05,18.674999999999997
2001-10,38.4560175,-122.75146375,89.275,5.3500000000000005,36.462500000000006,17.875
2001-11,38.46604857142857,-122.72080142857143,64.35714285714286,0.9571428571428572,25.71428571428571,12.828571428571427
2001-12,38.4560175,-122.75146375,89.275,1.3375000000000001,18.975,9.4875
2002-01,38.4560175,-122.75146375,89.275,-2.7750000000000004,16.737499999999997,8.1625
2002-02,38.471582222222224,-122.7347788888889,92.9,-0.4222222222222222,25.311111111111114,10.966666666666663
2002-03,38.48609285714286,-122.7047942857143,74.54285714285713,-1.1,26.657142857142862,11.285714285714286
2002-04,38.473556249999994,-122.7374575,98.18749999999999,1.3875,29.5125,13.750000000000002
2002-05,38.45186124999999,-122.71831875,97.77499999999999,3.7500000000000004,31.162499999999994,15.362499999999999
2002-06,38.482305,-122.70586375,71.55,6.0375000000000005,36.6625,20.099999999999998
2002-07,38.46129857142857,-122.68292142857142,74.07142857142857,8.171428571428573,39.52857142857142,20.342857142857138
2002-08,38.48609285714286,-122.7047942857143,74.54285714285713,8.014285714285714,38.857142857142854,20.285714285714285
2002-09,38.46775833333333,-122.72204333333333,66.64999999999999,6.3,37.86666666666667,19.749999999999996
2002-10,38.471582222222224,-122.7347788888889,92.9,1.3666666666666667,34.95555555555555,16.188888888888886
2002-11,38.471582222222224,-122.7347788888889,92.9,1.3666666666666667,24.755555555555553,13.288888888888888
2002-12,38.4983175,-122.75066375,103.74999999999999,0.625,18.950000000000003,9.8125
2003-01,38.471582222222224,-122.7347788888889,92.9,1.5555555555555558,21.844444444444445,11.344444444444445
2003-02,38.4560175,-122.75146375,89.275,-1.25,20.0875,10.425
2003-03,38.48609285714286,-122.7047942857143,74.54285714285713,0.8571428571428573,26.357142857142854,12.799999999999999
2003-04,38.471582222222224,-122.7347788888889,92.9,0.9111111111111112,23.333333333333332,11.177777777777779
2003-05,38.471582222222224,-122.7347788888889,92.9,3.511111111111111,33.888888888888886,16.18888888888889
2003-06,38.46604857142857,-122.72080142857143,64.35714285714286,7.128571428571429,38.957142857142856,19.414285714285715
2003-07,38.46604857142857,-122.72080142857143,64.35714285714286,7.142857142857143,38.1,21.214285714285715
2003-08,38.482305,-122.70586375,71.55,8.75,36.4,20.799999999999997
2003-09,38.475058,-122.71429,78.1,7.0,39.32,20.5
2003-10,38.479598571428575,-122.73412142857144,110.87142857142858,3.3142857142857145,35.57142857142857,18.314285714285717
2003-11,38.471582222222224,-122.7347788888889,92.9,-1.3555555555555554,22.633333333333336,10.411111111111111
2003-12,38.4983175,-122.75066375,103.74999999999999,-1.8750000000000002,18.587500000000002,9.1625
2004-01,38.482305,-122.70586375,71.55,-2.3625,18.250000000000004,9.1
2004-02,38.467205,-122.76771375,95.9375,0.18749999999999992,19.9375,9.9625
2004-03,38.471582222222224,-122.7347788888889,92.9,3.3222222222222215,31.25555555555555,15.555555555555555
2004-04,38.4983175,-122.75066375,103.74999999999999,2.5875000000000004,34.1625,15.0875
2004-05,38.482305,-122.70586375,71.55,6.049999999999999,32.15,16.950000000000003
2004-06,38.47883428571429,-122.73937285714285,71.97142857142858,6.9,36.51428571428571,19.342857142857145
2004-07,38.482305,-122.70586375,71.55,8.2625,33.8125,20.287499999999998
2004-08,38.46604857142857,-122.72080142857143,64.35714285714286,9.771428571428572,37.371428571428574,21.27142857142857
2004-09,38.514391428571436,-122.71988714285715,80.89999999999999,5.557142857142856,37.84285714285715,20.942857142857143
2004-10,38.471582222222224,-122.7347788888889,92.9,2.6555555555555563,35.422222222222224,15.633333333333335
2004-11,38.482305,-122.70586375,71.55,-1.8875,23.6125,11.5875
2004-12,38.50439285714286,-122.7559942857143,111.34285714285714,-2.0571428571428574,21.67142857142857,9.528571428571428
2005-01,38.467205,-122.76771375,95.9375,-0.6375,18.75,8.075000000000001
2005-02,38.471582222222224,-122.7347788888889,92.9,1.7222222222222223,24.022222222222226,11.38888888888889
2005-03,38.471582222222224,-122.7347788888889,92.9,2.033333333333333,29.577777777777776,13.211111111111112
2005-04,38.514391428571436,-122.71988714285715,80.89999999999999,1.1857142857142857,26.599999999999994,13.185714285714287
2005-05,38.471582222222224,-122.7347788888889,92.9,4.822222222222222,29.744444444444444,16.12222222222222
2005-06,38.482305,-122.70586375,71.55,5.9,32.425000000000004,18.312500000000004
2005-07,38.514391428571436,-122.71988714285715,80.89999999999999,9.6,37.228571428571435,21.571428571428573
2005-08,38.482305,-122.70586375,71.55,7.625,36.2,20.1125
2005-09,38.514391428571436,-122.71988714285715,80.89999999999999,5.485714285714287,36.5,18.214285714285715
2005-10,38.4983175,-122.75066375,103.74999999999999,4.7250000000000005,32.025,16.3125
2005-11,38.471582222222224,-122.7347788888889,92.9,0.05555555555555555,27.38888888888889,12.988888888888889
2005-12,38.4983175,-122.75066375,103.74999999999999,-1.4375,19.65,9.9375
2006-01,38.471582222222224,-122.7347788888889,92.9,0.11111111111111104,22.27777777777778,9.733333333333334
2006-02,38.471582222222224,-122.7347788888889,92.9,-2.033333333333333,23.944444444444443,10.777777777777779
2006-03,38.471582222222224,-122.7347788888889,92.9,-1.1222222222222225,18.433333333333337,8.944444444444445
2006-04,38.514391428571436,-122.71988714285715,80.89999999999999,1.9142857142857141,29.042857142857144,13.071428571428571
2006-05,38.482305,-122.70586375,71.55,4.775,34.225,16.762500000000003
2006-06,38.45186124999999,-122.71831875,97.77499999999999,7.575,38.2625,19.9125
2006-07,38.479598571428575,-122.73412142857144,110.87142857142858,8.014285714285714,41.9,22.085714285714285
2006-08,38.45186124999999,-122.71831875,97.77499999999999,7.6375,36.1125,19.0
2006-09,38.4983175,-122.75066375,103.74999999999999,5.9750000000000005,36.325,19.087500000000002
2006-10,38.471582222222224,-122.7347788888889,92.9,3.5222222222222226,31.488888888888887,15.88888888888889
2006-11,38.514391428571436,-122.71988714285715,80.89999999999999,-1.2714285714285711,26.914285714285715,12.171428571428573
2006-12,38.471582222222224,-122.7347788888889,92.9,-2.9000000000000004,19.744444444444444,8.744444444444445
2007-01,38.4983175,-122.75066375,103.74999999999999,-5.0,20.5,8.2375
2007-02,38.471582222222224,-122.7347788888889,92.9,-1.0555555555555556,25.555555555555557,10.177777777777779
2007-03,38.471582222222224,-122.7347788888889,92.9,0.7444444444444445,27.96666666666667,13.777777777777779
