Unnamed: 0,LATITUDE,LONGITUDE,ELEVATION,TAVG,TMAX,TMIN,EMNT,EMXT
216.16666666666666,37.03041833333333,-121.98510333333331,209.79999999999998,10.266666666666666,,,-1.0,22.86666666666667
188.28571428571428,37.01618714285714,-121.95424571428573,183.97142857142856,11.07142857142857,,,0.01428571428571433,22.400000000000002
189.28571428571428,37.01618714285714,-121.95424571428573,183.97142857142856,8.714285714285714,,,-2.557142857142857,24.214285714285715
190.28571428571428,37.01618714285714,-121.95424571428573,183.97142857142856,9.585714285714285,,,-0.9571428571428571,26.585714285714285
165.83333333333334,37.02036833333333,-121.98032,191.76666666666665,12.633333333333335,,,1.2833333333333334,26.583333333333332
166.83333333333334,37.02036833333333,-121.98032,191.76666666666665,12.666666666666666,,,0.8333333333333334,27.483333333333334
226.0,37.0149275,-121.985705,80.00000000000001,9.55,,,-0.675,19.275
185.6,36.998102,-121.94238399999999,69.80000000000001,8.079999999999998,,,-3.2,21.02
213.0,36.996935,-121.91828666666667,81.03333333333335,11.583333333333334,,,-1.3999999999999997,27.400000000000002
214.0,36.996935,-121.91828666666667,81.03333333333335,11.083333333333334,,,-0.55,23.8
196.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,13.714285714285714,,,1.9857142857142855,28.32857142857143
197.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,10.057142857142855,,,0.2571428571428571,20.88571428571429
198.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,13.014285714285714,,,2.2142857142857144,24.285714285714285
199.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,10.471428571428572,,,-1.114285714285714,21.5
200.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,12.214285714285714,,,1.0285714285714287,27.314285714285713
190.5,37.01045833333333,-121.93412000000001,194.3166666666667,10.983333333333333,,,-0.7333333333333334,23.149999999999995
202.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,9.971428571428572,,,-0.7285714285714285,21.271428571428572
203.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,9.457142857142857,,,-1.4428571428571426,20.32857142857143
204.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,9.871428571428572,,,0.10000000000000005,19.685714285714283
205.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,14.957142857142857,,,2.857142857142857,30.628571428571426
206.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,11.342857142857142,,,-1.9857142857142858,23.17142857142857
207.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,10.328571428571427,,,-1.8428571428571427,22.771428571428572
208.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,10.142857142857142,,,-0.45714285714285713,24.3
209.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,11.685714285714287,,,1.2571428571428573,22.4
210.14285714285714,37.01618714285714,-121.95424571428573,183.97142857142856,13.028571428571428,,,2.142857142857143,29.91428571428571
186.0,37.02036833333333,-121.98032,191.76666666666665,13.549999999999999,,,-0.08333333333333341,29.36666666666667
187.0,37.02036833333333,-121.98032,191.76666666666665,10.683333333333332,,,-0.9333333333333332,22.03333333333333
188.0,37.02036833333333,-121.98032,191.76666666666665,9.566666666666666,,,-0.24999999999999992,22.233333333333334
189.0,37.02036833333333,-121.98032,191.76666666666665,10.9,,,-1.8499999999999999,27.433333333333334
190.0,37.02036833333333,-121.98032,191.76666666666665,8.666666666666666,,,-0.46666666666666656,18.616666666666664
215.57142857142858,37.01618714285714,-121.95424571428573,183.97142857142856,12.4,,,-0.9571428571428571,26.914285714285715
192.0,37.02036833333333,-121.98032,191.76666666666665,9.383333333333333,,,-2.75,23.433333333333334
193.0,37.02036833333333,-121.98032,191.76666666666665,8.0,,,-5.533333333333332,22.966666666666665
194.0,37.02036833333333,-121.98032,191.76666666666665,9.950000000000001,,,-0.2833333333333333,25.183333333333337
