LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
40.614399999999996,-122.41423333333334,291.3,-1.3333333333333333,22.966666666666665,9.266666666666667
40.614399999999996,-122.41423333333334,291.3,0.9333333333333332,19.433333333333334,9.166666666666666
40.614399999999996,-122.41423333333334,291.3,-1.3,21.666666666666668,7.366666666666667
40.614399999999996,-122.41423333333334,291.3,-1.5,20.6,7.266666666666666
40.614399999999996,-122.41423333333334,291.3,1.0999999999999999,27.033333333333335,14.1
40.60192,-122.42778000000001,286.1,0.5599999999999999,27.1,11.36
40.60192,-122.42778000000001,286.1,-0.45999999999999996,16.32,7.140000000000001
40.60192,-122.42778000000001,286.1,-3.2199999999999998,17.98,7.06
40.60192,-122.42778000000001,286.1,-1.6600000000000001,25.220000000000002,10.68
40.60192,-122.42778000000001,286.1,-1.14,31.660000000000004,11.12
40.60192,-122.42778000000001,286.1,0.41999999999999993,26.679999999999996,12.620000000000001
40.62345,-122.462075,319.52500000000003,-0.42500000000000004,18.9,7.449999999999999
40.62345,-122.462075,319.52500000000003,1.55,24.025,10.15
40.62345,-122.462075,319.52500000000003,-0.5499999999999999,20.425,9.7
40.60192,-122.42778000000001,286.1,0.76,28.419999999999998,11.98
40.61005,-122.45761666666665,310.45000000000005,-0.8666666666666667,20.883333333333333,9.0
40.60192,-122.42778000000001,286.1,-2.44,18.119999999999997,7.039999999999999
40.61005,-122.45761666666665,310.45000000000005,-2.466666666666667,18.383333333333336,6.25
40.61005,-122.45761666666665,310.45000000000005,-0.7999999999999999,21.716666666666665,8.466666666666667
40.61005,-122.45761666666665,310.45000000000005,1.6500000000000001,31.049999999999997,15.549999999999999
40.60974,-122.44353999999998,293.6,-0.41999999999999993,27.9,11.440000000000001
40.61005,-122.45761666666665,310.45000000000005,-1.7833333333333332,21.46666666666667,8.933333333333332
40.61005,-122.45761666666665,310.45000000000005,-1.0,20.55,7.883333333333334
40.61005,-122.45761666666665,310.45000000000005,1.3166666666666667,25.5,11.133333333333333
40.61005,-122.45761666666665,310.45000000000005,1.6333333333333335,29.900000000000002,12.850000000000001
40.61005,-122.45761666666665,310.45000000000005,-0.5666666666666668,25.71666666666667,11.533333333333333
40.5995,-122.402725,258.95,-2.75,20.424999999999997,8.674999999999999
40.60192,-122.42778000000001,286.1,-0.44000000000000006,20.76,7.4799999999999995
40.61005,-122.45761666666665,310.45000000000005,-3.0499999999999994,24.983333333333334,10.299999999999999
40.61005,-122.45761666666665,310.45000000000005,-1.883333333333333,17.733333333333334,7.05
40.61005,-122.45761666666665,310.45000000000005,-1.5333333333333332,25.516666666666662,10.200000000000001
40.60974,-122.44353999999998,293.6,-3.0000000000000004,21.440000000000005,7.62
40.61005,-122.45761666666665,310.45000000000005,-5.483333333333333,21.55,7.533333333333334
40.61005,-122.45761666666665,310.45000000000005,-1.9333333333333333,24.799999999999997,8.75
40.61005,-122.45761666666665,310.45000000000005,-0.3333333333333333,29.883333333333336,14.1
40.60974,-122.44353999999998,293.6,-0.039999999999999855,28.6,13.080000000000002
40.61005,-122.45761666666665,310.45000000000005,-2.6,17.099999999999998,6.483333333333333
40.61005,-122.45761666666665,310.45000000000005,-1.95,18.716666666666665,5.583333333333333
40.61005,-122.45761666666665,310.45000000000005,-1.3999999999999997,24.533333333333335,9.033333333333333
40.60974,-122.44353999999998,293.6,-0.4000000000000002,25.560000000000002,11.52
40.61005,-122.45761666666665,310.45000000000005,2.9333333333333336,27.416666666666668,13.049999999999999
40.61005,-122.45761666666665,310.45000000000005,-3.7999999999999994,22.38333333333333,6.3500000000000005
40.61005,-122.45761666666665,310.45000000000005,-1.7333333333333332,25.816666666666666,10.116666666666667
40.61005,-122.45761666666665,310.45000000000005,-0.9833333333333333,21.966666666666665,7.949999999999999
40.60974,-122.44353999999998,293.6,-0.8400000000000001,26.060000000000002,11.16
40.60974,-122.44353999999998,293.6,-0.12000000000000006,26.78,10.879999999999999
40.60974,-122.44353999999998,293.6,-6.919999999999999,20.08,6.24
40.61005,-122.45761666666665,310.45000000000005,-0.08333333333333333,16.71666666666667,7.933333333333334
40.61005,-122.45761666666665,310.45000000000005,0.5166666666666667,22.61666666666667,9.4
40.61005,-122.45761666666665,310.45000000000005,-0.7166666666666668,27.249999999999996,10.666666666666666
40.60194,-122.42801999999999,291.7,-2.4199999999999995,27.4,10.239999999999998
40.623475,-122.46237500000001,326.52500000000003,-2.3,15.4,7.4
40.60194,-122.42801999999999,291.7,-2.36,22.9,8.68
40.60194,-122.42801999999999,291.7,-2.1800000000000006,23.4,8.379999999999999
40.60194,-122.42801999999999,291.7,-0.9400000000000001,27.24,9.1
40.599525,-122.40302499999999,265.95,-1.575,22.425,9.6
40.60194,-122.42801999999999,291.7,-2.02,20.98,8.74
40.599525,-122.40302499999999,265.95,-6.175,20.25,8.149999999999999
40.60194,-122.42801999999999,291.7,-0.6799999999999999,23.1,9.719999999999999
40.60194,-122.42801999999999,291.7,-0.74,24.119999999999997,9.04
40.60194,-122.42801999999999,291.7,-0.22000000000000003,30.060000000000002,11.74
40.60194,-122.42801999999999,291.7,-2.54,19.88,6.32
40.60194,-122.42801999999999,291.7,-3.7399999999999998,21.74,7.5
40.60194,-122.42801999999999,291.7,-1.3000000000000003,22.6,9.759999999999998
40.60194,-122.42801999999999,291.7,0.72,25.72,13.16
40.60194,-122.42801999999999,291.7,0.05999999999999983,26.139999999999997,12.62
40.60194,-122.42801999999999,291.7,-6.260000000000001,24.46,8.3
40.60194,-122.42801999999999,291.7,-0.6199999999999999,25.52,11.540000000000001
40.60194,-122.42801999999999,291.7,-2.76,22.96,9.84
40.60194,-122.42801999999999,291.7,2.2600000000000002,26.619999999999997,12.5
40.599525,-122.40302499999999,265.95,0.42499999999999993,27.1,11.95
40.599525,-122.40302499999999,265.95,-1.7999999999999996,20.875,9.525
40.60194,-122.42801999999999,291.7,-2.0800000000000005,25.660000000000004,10.74
40.60194,-122.42801999999999,291.7,2.2,25.000000000000004,13.02
40.60194,-122.42801999999999,291.7,1.8800000000000001,30.0,15.279999999999998
40.60194,-122.42801999999999,291.7,-3.34,23.68,10.040000000000001
40.60194,-122.42801999999999,291.7,-1.72,15.080000000000002,6.6
40.60194,-122.42801999999999,291.7,-0.45999999999999996,18.439999999999998,7.7
40.5739,-122.43099999999998,282.7,0.024999999999999994,26.299999999999997,11.925
40.60194,-122.42801999999999,291.7,3.6,26.839999999999996,12.24
40.60194,-122.42801999999999,291.7,1.6599999999999997,24.34,11.34
40.60194,-122.42801999999999,291.7,-3.2,18.139999999999997,6.720000000000001
40.60194,-122.42801999999999,291.7,-2.82,18.36,6.44
40.60194,-122.42801999999999,291.7,-1.64,20.22,9.46
40.60194,-122.42801999999999,291.7,0.36000000000000004,27.46,12.4
40.60194,-122.42801999999999,291.7,1.24,23.1,10.74
40.60194,-122.42801999999999,291.7,-1.6400000000000001,23.1,9.4
40.60194,-122.42801999999999,291.7,0.11999999999999995,22.78,9.719999999999999
40.60194,-122.42801999999999,291.7,-3.7199999999999998,25.72,10.179999999999998
40.60194,-122.42801999999999,291.7,-1.6599999999999997,27.28,10.16
40.60194,-122.42801999999999,291.7,1.7400000000000002,28.6,13.319999999999999
40.599525,-122.40302499999999,265.95,-0.2749999999999999,16.875,8.45
40.599525,-122.40302499999999,265.95,-0.6000000000000001,23.05,9.625
40.599525,-122.40302499999999,265.95,-1.75,16.15,6.35
40.599525,-122.40302499999999,265.95,0.95,24.049999999999997,10.7
40.60194,-122.42801999999999,291.7,-0.82,30.18,14.34
40.60194,-122.42801999999999,291.7,-0.5599999999999999,18.2,8.2
40.60194,-122.42801999999999,291.7,-0.54,19.5,8.08
40.5739,-122.43099999999998,282.7,-0.32499999999999996,26.025,11.674999999999999
40.56133333333333,-122.39866666666666,245.36666666666667,-0.3,27.099999999999998,11.0
