LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
34.459925,-119.739575,193.925,1.9499999999999997,26.675000000000004,13.475
34.459925,-119.739575,193.925,3.1999999999999997,27.1,14.075
34.459925,-119.739575,193.925,1.5000000000000002,27.65,11.600000000000001
34.459925,-119.739575,193.925,1.5499999999999998,29.725,11.075
34.4713,-119.70526666666666,257.6666666666667,4.833333333333333,29.46666666666667,14.700000000000001
34.459925,-119.739575,193.925,3.8999999999999995,27.65,15.075000000000001
34.459925,-119.739575,193.925,2.35,25.150000000000002,11.75
34.459925,-119.739575,193.925,0.024999999999999967,25.425,11.450000000000001
34.459925,-119.739575,193.925,1.9500000000000002,30.3,14.225
34.459925,-119.739575,193.925,2.375,26.1,12.975
34.459925,-119.739575,193.925,5.425,31.525,16.375
34.459925,-119.739575,193.925,2.625,22.525000000000002,12.075000000000001
34.459925,-119.739575,193.925,4.45,31.549999999999997,15.825
34.459925,-119.739575,193.925,3.2249999999999996,23.474999999999998,12.774999999999999
34.459925,-119.739575,193.925,4.45,30.450000000000003,14.7
34.459925,-119.739575,193.925,2.5,27.075,13.725
34.459925,-119.739575,193.925,0.95,24.724999999999998,12.0
34.459925,-119.739575,193.925,0.825,24.575,11.899999999999999
34.459925,-119.739575,193.925,2.225,23.2,11.55
34.43463333333333,-119.72499999999998,154.9333333333333,5.766666666666666,31.100000000000005,16.3
34.459925,-119.739575,193.925,3.0500000000000003,26.4,14.2
34.459925,-119.739575,193.925,1.9499999999999997,26.799999999999997,12.825000000000001
34.459925,-119.739575,193.925,2.775,28.349999999999998,12.674999999999999
34.459925,-119.739575,193.925,5.0,22.800000000000004,13.200000000000001
34.459925,-119.739575,193.925,4.025,27.25,14.15
34.459925,-119.739575,193.925,4.325,30.4,16.724999999999998
34.459925,-119.739575,193.925,2.075,27.200000000000003,13.55
34.459925,-119.739575,193.925,1.8,26.65,12.725
34.459925,-119.739575,193.925,0.8250000000000001,29.150000000000002,14.075
34.459925,-119.739575,193.925,1.25,24.174999999999997,10.825
34.459925,-119.739575,193.925,2.775,33.75,16.575
34.459925,-119.739575,193.925,0.0,26.5,12.475000000000001
34.459925,-119.739575,193.925,-3.6,27.75,11.025
34.459925,-119.739575,193.925,2.25,29.45,13.100000000000001
34.459925,-119.739575,193.925,3.325,33.324999999999996,15.175
34.459925,-119.739575,193.925,4.05,31.674999999999997,15.225000000000001
34.498599999999996,-119.7157,384.04999999999995,1.1,27.799999999999997,11.05
34.459925,-119.739575,193.925,1.7999999999999998,25.0,11.125
34.474333333333334,-119.75796666666668,256.93333333333334,1.6666666666666667,27.433333333333337,12.233333333333334
34.474333333333334,-119.75796666666668,256.93333333333334,2.766666666666667,28.53333333333333,14.666666666666666
34.459275,-119.788375,194.075,5.324999999999999,31.424999999999997,16.675
34.459275,-119.788375,194.075,0.575,24.825,10.850000000000001
34.459275,-119.788375,194.075,1.2,27.324999999999996,13.65
34.45076,-119.76758,156.24,1.18,26.419999999999998,11.919999999999998
34.45076,-119.76758,156.24,2.8200000000000003,27.02,13.219999999999999
34.45076,-119.76758,156.24,3.94,28.959999999999997,15.0
34.43376666666666,-119.79006666666665,155.13333333333333,1.5666666666666667,22.8,11.299999999999999
34.45076,-119.76758,156.24,3.0799999999999996,26.160000000000004,12.9
34.45076,-119.76758,156.24,2.62,25.3,12.920000000000002
34.43376666666666,-119.79006666666665,155.13333333333333,3.5666666666666664,27.099999999999998,13.833333333333334
34.45076,-119.76758,156.24,1.12,32.72,14.440000000000001
34.459275,-119.788375,194.075,1.275,26.4,12.225000000000001
34.45076,-119.76758,156.24,2.02,28.839999999999996,13.6
34.45076,-119.76758,156.24,1.02,25.4,11.279999999999998
34.45076,-119.76758,156.24,2.4800000000000004,30.880000000000003,13.88
34.45076,-119.76758,156.24,3.7399999999999998,26.52,13.6
34.45076,-119.76758,156.24,1.9600000000000002,23.380000000000003,11.319999999999999
34.45076,-119.76758,156.24,2.2399999999999998,27.8,13.320000000000002
34.45076,-119.76758,156.24,2.28,26.060000000000002,12.68
34.45076,-119.76758,156.24,1.8999999999999997,27.7,12.379999999999999
34.45076,-119.76758,156.24,2.8600000000000003,33.660000000000004,15.379999999999999
34.45076,-119.76758,156.24,1.1400000000000001,22.54,11.58
34.45076,-119.76758,156.24,-0.9,25.56,11.260000000000002
34.45076,-119.76758,156.24,1.72,25.880000000000003,11.88
34.45076,-119.76758,156.24,3.8599999999999994,28.839999999999996,14.559999999999999
34.45076,-119.76758,156.24,5.88,29.419999999999998,15.4
34.45076,-119.76758,156.24,-0.6799999999999999,26.5,12.620000000000001
34.45076,-119.76758,156.24,4.08,28.98,15.24
34.45076,-119.76758,156.24,2.7399999999999998,26.880000000000003,13.88
34.45076,-119.76758,156.24,6.38,29.68,15.720000000000002
34.45076,-119.76758,156.24,6.459999999999999,30.4,16.94
34.45076,-119.76758,156.24,1.7999999999999996,26.560000000000002,13.719999999999999
34.45076,-119.76758,156.24,0.9199999999999999,26.96,14.48
34.45076,-119.76758,156.24,5.319999999999999,28.0,15.4
